
 Bonds

1 1 1 4
2 1 4 7
3 1 7 10
4 1 10 13
5 1 13 16
6 1 16 19
7 1 19 22
8 1 22 25
9 1 25 28
10 1 28 31
11 1 31 34
12 1 34 37
13 1 37 40
14 1 40 43
15 1 43 46
16 1 46 49
17 1 49 52
18 1 52 55
19 1 55 58
20 1 58 61
21 1 61 64
22 1 64 67
23 1 67 70
24 1 70 73
25 1 73 76
26 1 76 79
27 1 79 82
28 1 82 85
29 1 85 88
30 2 1 2
31 2 4 5
32 2 7 8
33 2 10 11
34 2 13 14
35 2 16 17
36 2 19 20
37 2 22 23
38 2 25 26
39 2 28 29
40 2 31 32
41 2 34 35
42 2 37 38
43 2 40 41
44 2 43 44
45 2 46 47
46 2 49 50
47 2 52 53
48 2 55 56
49 2 58 59
50 2 61 62
51 2 64 65
52 2 67 68
53 2 70 71
54 2 73 74
55 2 76 77
56 2 79 80
57 2 82 83
58 2 85 86
59 2 88 89
60 3 1 3
61 3 4 6
62 3 7 9
63 3 10 12
64 3 13 15
65 3 16 18
66 3 19 21
67 3 22 24
68 3 25 27
69 3 28 30
70 3 31 33
71 3 34 36
72 3 37 39
73 3 40 42
74 3 43 45
75 3 46 48
76 3 49 51
77 3 52 54
78 3 55 57
79 3 58 60
80 3 61 63
81 3 64 66
82 3 67 69
83 3 70 72
84 3 73 75
85 3 76 78
86 3 79 81
87 3 82 84
88 3 85 87
89 3 88 90

 Angles

1 1 1 4 7
2 1 4 7 10
3 1 7 10 13
4 1 10 13 16
5 1 13 16 19
6 1 16 19 22
7 1 19 22 25
8 1 22 25 28
9 1 25 28 31
10 1 28 31 34
11 1 31 34 37
12 1 34 37 40
13 1 37 40 43
14 1 40 43 46
15 1 43 46 49
16 1 46 49 52
17 1 49 52 55
18 1 52 55 58
19 1 55 58 61
20 1 58 61 64
21 1 61 64 67
22 1 64 67 70
23 1 67 70 73
24 1 70 73 76
25 1 73 76 79
26 1 76 79 82
27 1 79 82 85
28 1 82 85 88
29 2 2 1 4
30 2 8 7 10
31 2 14 13 16
32 2 20 19 22
33 2 26 25 28
34 2 32 31 34
35 2 38 37 40
36 2 44 43 46
37 2 50 49 52
38 2 56 55 58
39 2 62 61 64
40 2 68 67 70
41 2 74 73 76
42 2 80 79 82
43 2 86 85 88
44 3 3 1 4
